OFC_DESC,OC_DIST_NUM,OC_NM_LST,OC_NM_FRST,filing_period,RPT_ZIP_CD,TOT_CON_AMT
City Council Member,13.0,O'Farrell,Mitch,4th Quarterly (2016-10-01 to 2016-12-31),90038,-700.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),90038,900.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90039,3050.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90039,5700.0
City Council Member,13.0,O'Farrell,Mitch,4th Quarterly (2016-10-01 to 2016-12-31),90039,1430.0
City Council Member,13.0,O'Farrell,Mitch,1st Pre-Election (2017-01-01 to 2017-01-21),90039,850.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),90039,3425.0
City Council Member,13.0,O'Farrell,Mitch,3rd Pre-Election (2017-02-19 to 2017-03-01),90039,450.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90041,200.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90041,800.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90042,200.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90042,400.0
City Council Member,13.0,O'Farrell,Mitch,3rd Quarterly (2016-07-01 to 2016-09-30),90042,700.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90045,500.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),90045,700.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90046,2700.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90046,1910.0
City Council Member,13.0,O'Farrell,Mitch,3rd Quarterly (2016-07-01 to 2016-09-30),90046,100.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),90046,100.0
City Council Member,13.0,O'Farrell,Mitch,4th Quarterly (2016-10-01 to 2016-12-31),90047,700.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90048,1300.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90048,700.0
City Council Member,13.0,O'Farrell,Mitch,3rd Quarterly (2016-07-01 to 2016-09-30),90048,250.0
City Council Member,13.0,O'Farrell,Mitch,3rd Pre-Election (2017-02-19 to 2017-03-01),90048,100.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90049,2800.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90049,2900.0
City Council Member,13.0,O'Farrell,Mitch,3rd Quarterly (2016-07-01 to 2016-09-30),90049,700.0
City Council Member,13.0,O'Farrell,Mitch,1st Pre-Election (2017-01-01 to 2017-01-21),90049,250.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),90049,250.0
City Council Member,13.0,O'Farrell,Mitch,3rd Pre-Election (2017-02-19 to 2017-03-01),90049,250.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90057,1400.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90057,700.0
City Council Member,13.0,O'Farrell,Mitch,4th Quarterly (2016-10-01 to 2016-12-31),90057,100.0
City Council Member,13.0,O'Farrell,Mitch,3rd Pre-Election (2017-02-19 to 2017-03-01),90057,150.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90058,1400.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90064,1200.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90064,800.0
City Council Member,13.0,O'Farrell,Mitch,1st Pre-Election (2017-01-01 to 2017-01-21),90064,250.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90065,900.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90065,1900.0
City Council Member,13.0,O'Farrell,Mitch,4th Quarterly (2016-10-01 to 2016-12-31),90065,130.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),90065,750.0
City Council Member,13.0,O'Farrell,Mitch,3rd Pre-Election (2017-02-19 to 2017-03-01),90065,750.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90066,500.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),90066,250.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90067,3300.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90067,1800.0
City Council Member,13.0,O'Farrell,Mitch,3rd Quarterly (2016-07-01 to 2016-09-30),90067,450.0
City Council Member,13.0,O'Farrell,Mitch,4th Quarterly (2016-10-01 to 2016-12-31),90067,250.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),90067,100.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90068,3300.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90068,1200.0
City Council Member,13.0,O'Farrell,Mitch,3rd Quarterly (2016-07-01 to 2016-09-30),90068,500.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),90068,200.0
City Council Member,13.0,O'Farrell,Mitch,3rd Pre-Election (2017-02-19 to 2017-03-01),90068,100.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90069,1200.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90069,1850.0
City Council Member,13.0,O'Farrell,Mitch,4th Quarterly (2016-10-01 to 2016-12-31),90069,400.0
City Council Member,13.0,O'Farrell,Mitch,1st Pre-Election (2017-01-01 to 2017-01-21),90069,500.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),90069,375.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90071,1400.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90071,250.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),90071,250.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2017-01-01 to 2017-06-30),90071,700.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90077,700.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90077,2100.0
City Council Member,13.0,O'Farrell,Mitch,1st Pre-Election (2017-01-01 to 2017-01-21),90077,250.0
City Council Member,13.0,O'Farrell,Mitch,3rd Pre-Election (2017-02-19 to 2017-03-01),90077,700.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90210,4900.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90210,4700.0
City Council Member,13.0,O'Farrell,Mitch,3rd Quarterly (2016-07-01 to 2016-09-30),90210,118.0
City Council Member,13.0,O'Farrell,Mitch,4th Quarterly (2016-10-01 to 2016-12-31),90210,180.0
City Council Member,13.0,O'Farrell,Mitch,1st Pre-Election (2017-01-01 to 2017-01-21),90210,250.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),90210,1450.0
City Council Member,13.0,O'Farrell,Mitch,3rd Pre-Election (2017-02-19 to 2017-03-01),90210,950.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90211,700.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),90211,200.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90212,4350.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90212,1000.0
City Council Member,13.0,O'Farrell,Mitch,3rd Quarterly (2016-07-01 to 2016-09-30),90230,700.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),90230,700.0
City Council Member,13.0,O'Farrell,Mitch,3rd Pre-Election (2017-02-19 to 2017-03-01),90230,100.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90232,1400.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90232,700.0
City Council Member,13.0,O'Farrell,Mitch,3rd Quarterly (2016-07-01 to 2016-09-30),90232,200.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90240,1400.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90241,150.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90245,300.0
City Council Member,13.0,O'Farrell,Mitch,4th Quarterly (2016-10-01 to 2016-12-31),90245,500.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90247,700.0
City Council Member,13.0,O'Farrell,Mitch,3rd Pre-Election (2017-02-19 to 2017-03-01),90247,700.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),90248,700.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90249,1400.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90260,500.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90265,700.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90265,3750.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),90265,250.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90266,500.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90266,3800.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),90266,300.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90272,4750.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90272,1200.0
City Council Member,13.0,O'Farrell,Mitch,4th Quarterly (2016-10-01 to 2016-12-31),90272,500.0
City Council Member,13.0,O'Farrell,Mitch,3rd Pre-Election (2017-02-19 to 2017-03-01),90272,100.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90277,700.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90277,500.0
City Council Member,13.0,O'Farrell,Mitch,4th Quarterly (2016-10-01 to 2016-12-31),90277,250.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90278,700.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),90278,250.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90291,800.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90291,1650.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90292,250.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90292,1300.0
City Council Member,13.0,O'Farrell,Mitch,3rd Quarterly (2016-07-01 to 2016-09-30),90292,1400.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90401,700.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90401,1400.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90402,1400.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90402,1550.0
City Council Member,13.0,O'Farrell,Mitch,4th Quarterly (2016-10-01 to 2016-12-31),90402,250.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90403,1400.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90404,700.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90404,700.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),90404,250.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90405,1400.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90405,1400.0
City Council Member,13.0,O'Farrell,Mitch,4th Quarterly (2016-10-01 to 2016-12-31),90405,350.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),90405,100.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),90462,300.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90501,700.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90503,700.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),90504,250.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90640,100.0
City Council Member,13.0,O'Farrell,Mitch,3rd Quarterly (2016-07-01 to 2016-09-30),90640,500.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),90640,100.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),90660,100.0
City Council Member,13.0,O'Farrell,Mitch,3rd Pre-Election (2017-02-19 to 2017-03-01),90670,700.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90703,700.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90703,500.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90720,500.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90731,250.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90745,700.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90755,1200.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90803,700.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90805,700.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),90806,700.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90806,500.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),90807,700.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90814,900.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),90815,700.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),91001,700.0
City Council Member,13.0,O'Farrell,Mitch,3rd Pre-Election (2017-02-19 to 2017-03-01),91006,100.0
City Council Member,13.0,O'Farrell,Mitch,3rd Quarterly (2016-07-01 to 2016-09-30),91007,700.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),91010,700.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),91011,1900.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),91011,700.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),91016,500.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),91024,1400.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),91040,250.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),91040,400.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),91040,100.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),91101,700.0
City Council Member,13.0,O'Farrell,Mitch,3rd Pre-Election (2017-02-19 to 2017-03-01),91103,700.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),91104,700.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),91104,100.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),91105,700.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),91107,100.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),91201,500.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),91202,150.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),91202,150.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),91203,250.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),91203,100.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),91204,700.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),91204,2350.0
City Council Member,13.0,O'Farrell,Mitch,3rd Pre-Election (2017-02-19 to 2017-03-01),91204,200.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),91205,1400.0
City Council Member,13.0,O'Farrell,Mitch,1st Pre-Election (2017-01-01 to 2017-01-21),91205,250.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),91206,150.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),91207,1750.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),91207,100.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),91208,250.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),91214,700.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),91214,475.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),91301,450.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),91301,500.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),91302,100.0
City Council Member,13.0,O'Farrell,Mitch,3rd Quarterly (2016-07-01 to 2016-09-30),91302,700.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),91303,250.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),91304,100.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),91306,250.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),91306,450.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),91307,500.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),91311,700.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),91311,100.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),91316,350.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),91316,200.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),91324,1400.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),91324,200.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),91326,700.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),91335,700.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),91342,1000.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),91343,475.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),91344,1500.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),91344,100.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),91350,475.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),91352,1900.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),91352,700.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),91352,400.0
City Council Member,13.0,O'Farrell,Mitch,4th Quarterly (2016-10-01 to 2016-12-31),91354,700.0
City Council Member,13.0,O'Farrell,Mitch,3rd Pre-Election (2017-02-19 to 2017-03-01),91354,700.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),91355,1400.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),91356,950.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),91361,700.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),91364,600.0
City Council Member,13.0,O'Farrell,Mitch,3rd Pre-Election (2017-02-19 to 2017-03-01),91364,500.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),91367,1000.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),91367,260.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),91381,250.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),91401,1400.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),91401,700.0
City Council Member,13.0,O'Farrell,Mitch,4th Quarterly (2016-10-01 to 2016-12-31),91402,250.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),91403,1400.0
City Council Member,13.0,O'Farrell,Mitch,3rd Quarterly (2016-07-01 to 2016-09-30),91403,700.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),91406,700.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),91406,500.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),91411,250.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),91423,400.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),91423,100.0
City Council Member,13.0,O'Farrell,Mitch,3rd Quarterly (2016-07-01 to 2016-09-30),91423,250.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),91423,250.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2017-01-01 to 2017-06-30),91423,700.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),91436,1550.0
City Council Member,13.0,O'Farrell,Mitch,4th Quarterly (2016-10-01 to 2016-12-31),91436,100.0
City Council Member,13.0,O'Farrell,Mitch,3rd Quarterly (2016-07-01 to 2016-09-30),91501,200.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),91501,200.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),91502,950.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),91504,2800.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),91505,700.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),91505,500.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),91506,1400.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),91506,250.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),91522,700.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),91601,700.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),91601,700.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),91602,100.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),91602,900.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),91602,100.0
City Council Member,13.0,O'Farrell,Mitch,2nd Semi-Annual (2015-07-01 to 2015-12-31),91604,700.0
City Council Member,13.0,O'Farrell,Mitch,1st Semi-Annual (2016-01-01 to 2016-06-30),91604,1450.0
City Council Member,13.0,O'Farrell,Mitch,3rd Quarterly (2016-07-01 to 2016-09-30),91604,250.0
City Council Member,13.0,O'Farrell,Mitch,2nd Pre-Election (2017-01-22 to 2017-02-18),91604,250.0
City Council Member,13.0,O'Farrell,Mitch,3rd Pre-Election (2017-02-19 to 2017-03-01),91604,150.0
